,ID_tab,ID_zam,Zamestnanie,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25
1591,1592,2938,poradca/poradkyňa pre pozostalých,0,2,0,0,11,0,4,0,0,2,16,0,0,0,0,0,0,0,0,9,0,0,2,0,0
1592,1593,746,poradca/poradkyňa pre rybolov,0,11,2,0,5,0,3,4,0,2,0,4,0,0,9,0,0,1,0,0,0,1,0,0,0
1593,1594,980,poradca/poradkyňa pre verejné financovanie,0,11,0,0,4,0,3,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,1595,125,poradca/poradkyňa predaja náhradných dielov motorových vozidiel,0,9,5,0,6,0,3,3,0,5,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1595,1596,1463,poradca/poradkyňa pri chudnutí,0,2,0,0,12,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0
1596,1597,1169,poradca/poradkyňa v oblasti alkoholovej a drogovej závislosti,0,2,0,0,16,0,5,0,0,2,15,0,0,0,0,0,0,0,0,9,0,0,5,0,0
1597,1598,2721,poradca/poradkyňa v oblasti chovu hospodárskych zvierat,0,4,0,0,4,1,5,8,0,5,2,11,1,1,2,0,0,2,0,0,0,0,1,0,0
1598,1599,2487,poradca/poradkyňa v oblasti ochrany spotrebiteľa,0,7,0,0,11,0,1,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1599,1600,1641,poradca/poradkyňa v oblasti plánovania rodičovstva,0,2,0,0,17,0,4,0,1,2,14,0,0,0,1,0,0,0,0,8,0,0,4,0,0
1600,1601,2271,poradca/poradkyňa v oblasti sexuálneho násilia,0,2,0,0,13,0,5,0,0,2,19,0,0,0,0,0,0,0,0,10,0,0,3,0,0
1601,1602,947,poradca/poradkyňa v oblasti sociálnych dávok,0,4,0,0,25,0,13,0,0,3,19,0,1,0,0,0,0,0,0,3,0,0,1,0,0
1602,1603,787,poradca/poradkyňa v politickej kampani,0,3,0,0,13,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1603,1604,2330,poradca/poradkyňa v soláriu,0,1,1,0,10,0,7,2,0,1,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0
1604,1605,667,porážač/porážačka,0,4,3,0,4,1,2,21,0,1,12,0,1,3,1,0,0,0,0,1,0,0,0,0,0
1605,1606,1837,pôrodný asistent/pôrodná asistentka,0,6,0,0,20,0,3,1,3,3,21,0,1,1,3,0,0,3,0,2,1,0,20,0,0
1606,1607,2175,poručík/poručíčka,0,1,2,0,6,1,5,0,0,0,5,0,0,1,1,0,0,4,0,0,0,0,0,0,0
1607,1608,1136,poskytovateľ kaderníckych a kozmetických služieb pre zvieratá/poskytovateľka kaderníckych a kozmetických služieb pre zvieratá,0,6,0,0,4,0,4,14,0,1,4,6,0,0,2,0,0,1,0,0,0,0,0,0,0
1608,1609,1433,poskytovateľ/poskytovateľka nemocničnej sociálnej starostlivosti,0,4,0,0,29,0,15,0,0,2,20,0,1,0,0,0,0,1,0,4,0,0,5,0,0
1609,1610,1408,poslanec/poslankyňa obecného zastupiteľstva,0,3,0,0,8,0,5,0,0,6,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1610,1611,1149,poslanec/poslankyňa parlamentu,0,4,0,0,11,0,3,0,0,4,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0
1611,1612,1572,poštový doručovateľ/poštová doručovateľka,1,2,0,0,5,0,3,2,0,1,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0
1612,1613,2443,posudzovateľ/posudzovateľka energetickej hospodárnosti budov,0,5,9,0,7,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,1614,1702,posudzovateľ/posudzovateľka grantov,0,5,0,0,13,0,3,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1614,1615,1127,posunovač/posunovačka,0,6,5,0,2,2,0,2,0,1,4,0,1,13,1,0,0,2,0,0,0,0,0,0,0
1615,1616,2303,potápač záchranár/potápačka záchranárka,0,3,0,0,6,2,4,1,0,0,8,0,0,1,0,0,0,3,0,0,0,0,2,0,0
1616,1617,1132,potápač/potápačka v stavebníctve,0,9,3,0,7,8,0,9,0,0,6,0,0,5,0,0,0,3,0,0,0,0,0,0,0
1617,1618,655,potravinársky analytik/potravinárska analytička,0,23,12,0,5,0,5,8,0,1,9,0,1,3,1,0,0,3,0,0,0,0,0,0,0
1618,1619,1307,potravinársky biotechnológ/potravinárska biotechnologička,0,14,18,0,6,0,8,2,0,2,8,0,1,2,3,0,0,3,0,0,0,0,4,0,0
1619,1620,2451,potravinársky regulačný poradca/potravinárska regulačná poradkyňa,1,20,18,0,15,1,9,1,0,2,10,0,1,1,1,0,0,3,0,0,0,0,3,0,0
1620,1621,936,potravinársky technológ/potravinárska technologička,1,33,30,0,20,0,16,3,0,3,16,0,1,4,2,0,0,5,0,0,1,0,4,0,0
1621,1622,1556,potravinový inšpektor/potravinová inšpektorka,0,13,10,0,11,0,6,2,0,2,8,0,0,1,0,0,0,4,0,2,0,0,1,0,0
1622,1623,1222,pouličný performer/pouličná performerka,0,3,0,0,28,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1623,1624,2149,pouličný predavač/pouličná predavačka,0,0,19,0,10,0,2,3,0,8,5,2,0,0,1,0,0,4,0,0,2,0,0,0,0
1624,1625,2796,pouličný predavač/pouličná predavačka jedla,0,1,7,0,5,0,2,6,0,2,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1625,1626,113,pouličný umelec/pouličná umelkyňa,0,7,0,0,17,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1626,1627,1395,pozemný stevard/pozemná stevardka,0,2,0,0,8,0,1,1,0,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1627,1628,2396,pozorovateľ/pozorovateľka pri rybolove,0,9,1,0,3,0,1,8,0,2,4,9,0,0,3,0,0,0,0,0,0,0,0,0,0
1628,1629,2206,pracovník cateringu/ pracovníčka cateringu,0,1,3,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1629,1630,276,pracovník chovateľskej stanice/pracovníčka chovateľskej stanice,0,3,0,0,10,0,1,13,0,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0
1630,1631,2084,pracovník cintorína/pracovníčka cintorína,0,3,0,0,5,0,2,8,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1631,1632,2482,pracovník kovošrotu/pracovníčka kovošrotu,0,0,3,0,4,0,1,2,0,1,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0
1632,1633,1686,pracovník poskytujúci službu zaparkovania vozidla/pracovníčka poskytujúca službu zaparkovania vozidla,0,0,1,0,5,1,1,5,0,2,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1633,1634,1952,pracovník pre inovácie/pracovníčka pre inovácie,0,4,2,0,7,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,1635,2001,pracovník pre procesy/pracovníčka pre procesy,0,9,1,0,3,0,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1636,2239,pracovník s mládežou/ pracovníčka s mládežou,0,4,0,0,29,0,13,0,0,2,19,0,1,0,0,0,0,0,0,3,0,0,2,0,0
1636,1637,951,pracovník služieb podpory pre rodinu/ pracovníčka služieb podpory pre rodinu,0,6,0,0,18,0,10,0,0,4,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1637,1638,764,pracovník spilky/ pracovníčka spilky,0,7,5,0,3,1,2,7,0,0,6,0,1,6,0,0,0,1,0,0,0,0,0,0,0
1638,1639,2460,pracovník v rastlinnej výrobe/pracovníčka v rastlinnej výrobe,1,2,0,0,2,0,1,14,0,1,1,17,0,6,2,0,0,0,0,0,0,0,0,0,0
1639,1640,2895,pracovník v zariadení opatrovateľskej starostlivosti/pracovníčka v zariadení opatrovateľskej starostlivosti,0,6,0,0,16,0,10,0,0,3,25,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1640,1641,1982,pracovník/ pracovníčka požičovne nákladných motorových vozidiel,0,5,0,0,7,0,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1641,1642,1429,pracovník/pracovníčka administratívy predaja,1,2,2,0,9,0,4,0,0,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1642,1643,2925,pracovník/pracovníčka aparátu politickej strany,0,3,0,0,9,0,9,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1643,1644,767,pracovník/pracovníčka autopožičovne,0,7,1,0,16,1,7,0,0,3,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0
1644,1645,2145,pracovník/pracovníčka bezpečnostnej ochrany a detekčnej kontroly v letectve,0,6,0,0,8,0,2,0,0,1,17,0,1,1,0,0,0,3,0,0,0,0,0,0,0
1645,1646,630,pracovník/pracovníčka bezpečnostnej služby,0,6,2,0,3,1,0,0,0,3,28,0,0,1,0,0,0,6,0,1,0,0,0,0,0
1646,1647,822,pracovník/pracovníčka čerpacej stanice,1,6,2,0,8,1,6,4,0,3,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0
1647,1648,2361,pracovník/pracovníčka chovu v akvakultúre,0,12,1,0,5,2,0,18,0,0,6,0,0,8,0,0,0,2,0,0,0,0,1,0,0
1648,1649,640,pracovník/pracovníčka cukrovaru,0,3,4,0,4,1,1,3,0,1,6,0,0,6,0,0,0,1,0,0,0,0,1,0,0
1649,1650,2018,pracovník/pracovníčka dozoru nad zdvíhacími a montážnymi prácami,0,4,2,0,3,0,3,2,0,0,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0
1650,1651,2956,pracovník/pracovníčka fyzickej ochrany osôb,0,4,1,0,8,1,1,0,0,3,21,0,0,3,0,0,0,1,0,1,1,0,1,0,0
1651,1652,463,pracovník/pracovníčka hlbokomorského rybolovu,0,5,2,0,6,0,2,8,0,2,6,8,0,16,1,0,0,5,0,0,0,0,0,0,0
1652,1653,1798,pracovník/pracovníčka kempingu,0,6,0,0,7,1,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,1654,704,pracovník/pracovníčka knižnice,0,12,0,0,7,0,2,1,0,1,1,0,5,0,0,0,0,0,0,2,1,0,0,0,0
1654,1655,2246,pracovník/pracovníčka kontaktného centra,2,4,1,0,11,0,2,0,0,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1655,1656,1568,pracovník/pracovníčka kontroly vstupu,0,2,0,0,5,0,2,1,0,0,21,0,0,1,0,0,0,3,0,0,0,0,1,0,0
1656,1657,2734,pracovník/pracovníčka kvasenia jablčného vína,0,3,4,0,4,1,1,4,0,0,5,0,3,0,1,0,0,1,0,0,0,0,1,0,0
1657,1658,942,pracovník/pracovníčka leteckej informačnej služby,0,2,0,0,4,0,1,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1658,1659,2062,pracovník/pracovníčka liahne v akvakultúre,0,4,0,0,6,4,0,15,0,0,5,0,0,6,0,0,0,2,0,0,0,0,1,0,0
1659,1660,1863,pracovník/pracovníčka liehovaru,0,1,2,0,3,0,0,7,0,0,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0
1660,1661,1893,pracovník/pracovníčka likvidácie azbestu,0,4,0,0,0,1,0,9,0,0,7,0,0,1,0,0,0,6,0,0,0,0,0,0,0
1661,1662,1810,pracovník/pracovníčka linky plnenia plechoviek a fliaš,0,5,0,0,2,1,3,9,0,0,5,0,0,8,1,0,0,2,0,0,0,0,0,0,0
1662,1663,2099,pracovník/pracovníčka máčania a klíčenia,0,6,2,0,5,1,1,3,0,0,7,0,0,5,1,0,0,1,0,0,0,0,0,0,0
1663,1664,62,pracovník/pracovníčka mletia kávy,0,4,3,0,3,1,2,4,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1664,1665,1871,pracovník/pracovníčka montáže a údržby plynových zariadení,0,3,4,0,2,9,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1665,1666,1037,pracovník/pracovníčka montáže a údržby zavlažovacích systémov,0,5,1,0,0,5,2,1,0,0,1,1,0,1,1,0,0,4,0,0,0,0,0,0,0
1666,1667,1365,pracovník/pracovníčka nápravného zariadenia pre mladistvých,0,2,1,0,4,0,1,0,0,2,12,0,0,0,0,0,0,3,0,1,0,0,0,0,0
1667,1668,1370,pracovník/pracovníčka nočnej zmeny,0,6,0,0,7,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,1669,692,pracovník/pracovníčka obsluhy banských vŕtacích strojov,0,2,2,0,1,3,0,2,0,0,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0
1669,1670,1170,pracovník/pracovníčka obsluhy pekárenskej pece,0,3,3,0,9,2,3,6,0,0,10,0,1,3,1,0,0,1,0,0,0,0,0,0,0
1670,1671,2461,pracovník/pracovníčka obsluhy úrovňového priecestia,0,3,1,0,7,1,2,0,0,1,2,0,2,7,0,0,0,2,0,0,0,0,0,0,0
1671,1672,2479,pracovník/pracovníčka obsluhy zdvíhacích zariadení zo zeme,0,3,0,0,2,6,3,2,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1672,1673,1645,pracovník/pracovníčka ochrany vstupu,0,4,0,0,3,1,0,0,0,0,19,0,1,1,0,0,0,2,0,1,0,0,0,0,0
1673,1674,3017,pracovník/pracovníčka online chatu so zákazníkmi,4,4,1,0,11,0,3,0,0,3,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0
1674,1675,674,pracovník/pracovníčka online marketingu,2,2,1,0,12,0,8,0,0,8,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1675,1676,385,pracovník/pracovníčka pivovaru,0,6,11,0,4,0,7,4,0,1,9,0,0,4,1,0,0,2,0,0,0,0,0,0,0
1676,1677,2737,pracovník/pracovníčka potravinovej výroby,1,14,11,0,3,1,4,12,0,1,9,0,0,15,1,0,0,4,0,0,1,0,0,0,0
1677,1678,2985,pracovník/pracovníčka povrchovej úpravy nábytku,0,3,6,0,6,7,0,14,0,0,2,0,0,3,2,0,0,0,0,0,2,0,0,0,0
1678,1679,719,pracovník/pracovníčka požičovne,0,5,5,0,16,0,4,0,0,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1679,1680,2945,pracovník/pracovníčka požičovne automobilov a ľahkých motorových vozidiel,0,5,0,0,7,0,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1680,1681,1070,pracovník/pracovníčka požičovne kancelárskych stolov a zariadení,0,5,0,0,7,0,3,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1681,1682,1200,pracovník/pracovníčka požičovne leteckých dopravných prostriedkov,0,5,4,0,7,0,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1682,1683,2265,pracovník/pracovníčka požičovne poľnohospodárskych strojov a zariadení,0,5,0,0,7,0,3,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1683,1684,2026,pracovník/pracovníčka požičovne rekreačných a športových potrieb,0,5,0,0,7,0,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1684,1685,1764,pracovník/pracovníčka požičovne stavebných strojov a zariadení,0,5,1,0,7,0,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1685,1686,14,"pracovník/pracovníčka požičovne strojov, zariadení a výrobkov",0,5,0,0,7,0,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1686,1687,558,pracovník/pracovníčka požičovne tovaru osobnej spotreby a potrieb pre domácnosť,0,5,0,0,7,0,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1687,1688,974,pracovník/pracovníčka požičovne vodných dopravných prostriedkov,0,5,4,0,7,0,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1688,1689,1060,pracovník/pracovníčka prevádzky plynovej prepravnej siete,0,6,4,0,0,4,4,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1689,1690,1324,pracovník/pracovníčka pri priehradke na pošte,0,1,1,0,7,0,8,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,1691,1188,pracovník/pracovníčka pri výstavbe a údržbe pozemných komunikácií,0,5,2,0,1,10,2,5,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1691,1692,1609,pracovník/pracovníčka príjmu mlieka,0,5,6,0,6,2,2,7,0,1,8,0,1,1,0,0,0,2,0,0,0,0,0,0,0
1692,1693,2944,pracovník/pracovníčka príjmu surovín,0,9,3,0,7,2,4,8,0,0,8,0,2,1,2,0,0,1,0,0,0,0,0,0,0
1693,1694,982,pracovník/pracovníčka rozoberania odpadu na recykláciu,0,4,3,0,3,1,0,12,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0
1694,1695,1849,pracovník/pracovníčka rýchleho občerstvenia,0,1,0,0,9,0,5,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,1696,941,pracovník/pracovníčka s delikventnou mládežou,0,5,0,0,29,0,13,0,0,4,18,0,1,0,0,0,0,1,0,3,0,0,1,0,0
1696,1697,2715,pracovník/pracovníčka samoobslužnej práčovne,0,4,1,0,1,0,3,19,0,0,4,0,1,1,1,0,0,3,0,0,0,0,0,0,0
1697,1698,273,pracovník/pracovníčka skladu bielizne,0,1,0,0,2,0,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,1699,393,pracovník/pracovníčka skrinkovej šatne,0,0,0,0,4,0,3,6,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1699,1700,2089,pracovník/pracovníčka služby podpory IT,4,2,2,0,7,0,2,0,0,2,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0
1700,1701,2424,pracovník/pracovníčka služieb asistovaného bývania,0,6,0,0,16,0,10,0,0,3,25,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1701,1702,1511,pracovník/pracovníčka služieb domácej starostlivosti o dospelých,0,6,0,0,16,0,9,0,0,3,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1702,1703,1280,pracovník/pracovníčka služieb domácej starostlivosti o mládež,0,6,0,0,19,0,10,0,0,3,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1703,1704,983,pracovník/pracovníčka služieb podpory bývania,0,6,0,0,17,0,9,0,0,3,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1704,1705,1137,pracovník/pracovníčka služieb pomoci v oblasti mentálneho zdravia,0,8,0,0,19,0,10,0,0,3,24,0,0,0,0,0,0,0,0,3,0,0,1,0,0
1705,1706,1929,pracovník/pracovníčka služieb pomoci zdravotne postihnutým,0,7,0,0,16,0,9,1,0,3,30,0,0,0,0,0,0,0,0,2,0,0,2,0,0
1706,1707,966,pracovník/pracovníčka služieb ústavnej starostlivosti o deti,0,6,0,0,17,0,10,0,0,3,27,0,0,0,0,0,0,0,0,3,0,0,1,0,0
1707,1708,1004,pracovník/pracovníčka služieb ústavnej starostlivosti o staršie osoby,0,6,0,0,15,0,10,0,0,3,24,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1708,1709,397,pracovník/pracovníčka služieb v oblasti náhradnej starostlivosti,0,6,0,0,19,0,10,0,0,3,28,0,0,0,0,0,0,1,0,3,0,0,0,0,0
1709,1710,255,pracovník/pracovníčka služieb zákazníkom,3,6,0,0,15,0,4,0,0,3,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0
1710,1711,2447,pracovník/pracovníčka sťahovacej služby,0,2,3,0,3,0,0,14,0,1,1,0,0,6,0,0,0,2,0,0,0,0,0,0,0
1711,1712,389,pracovník/pracovníčka starostlivosti o zvieratá,0,6,0,0,1,0,2,17,0,1,2,7,0,0,1,0,0,1,0,0,0,0,0,0,0
1712,1713,1931,pracovník/pracovníčka strediska registrácie poplachov,0,2,3,0,5,1,0,0,0,1,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0
1713,1714,91,pracovník/pracovníčka sušenia tabaku,0,5,7,0,5,1,2,15,0,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0
1714,1715,1590,pracovník/pracovníčka sušiarne,0,2,4,0,7,2,2,8,0,0,9,0,1,6,1,0,0,1,0,0,0,0,0,0,0
1715,1716,1424,pracovník/pracovníčka sušiarne sladu,0,2,3,0,7,2,1,5,0,0,10,0,1,8,1,0,0,1,0,0,0,0,0,0,0
1716,1717,1361,pracovník/pracovníčka sýtenia,0,1,3,0,2,2,1,4,0,0,5,0,0,7,1,0,0,1,0,0,0,0,0,0,0
1717,1718,193,pracovník/pracovníčka telefonického predaja a telemarketingu,2,3,1,0,10,0,3,0,0,3,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0
1718,1719,2231,pracovník/pracovníčka tepelného ošetrenia mlieka,0,1,6,0,7,1,1,7,0,1,7,0,0,5,1,0,0,3,0,0,0,0,0,0,0
1719,1720,752,pracovník/pracovníčka údržby vozidiel,0,3,3,0,4,0,2,7,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,0
1720,1721,2405,pracovník/pracovníčka umeleckoremeselného spracovania kovov,0,2,17,0,1,8,1,13,0,1,2,0,1,7,0,0,0,0,0,0,1,0,0,0,0
1721,1722,1272,pracovník/pracovníčka v chove koní,0,3,0,0,2,1,0,13,0,1,1,3,0,1,3,0,0,3,0,0,0,0,1,0,0
1722,1723,1483,pracovník/pracovníčka v lesníctve,0,2,1,0,2,3,3,13,0,0,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0
1723,1724,2456,pracovník/pracovníčka v oblasti leteckej bezpečnosti,0,2,0,0,7,0,1,0,0,2,6,0,1,0,0,0,0,4,0,0,0,0,0,0,0
1724,1725,1550,pracovník/pracovníčka v útulku pre zvieratá,0,3,0,0,10,0,2,16,0,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0
1725,1726,1240,pracovník/pracovníčka v záložni,0,14,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,1727,2605,pracovník/pracovníčka videopožičovne,0,5,0,0,7,0,3,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1727,1728,39,pracovník/pracovníčka vo výrobe ochranných pracovných odevov,0,5,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1728,1729,12,pracovník/pracovníčka výroby cestovín,0,5,3,0,7,1,3,10,0,0,9,0,2,7,0,0,0,1,0,0,0,0,0,0,0
1729,1730,2259,pracovník/pracovníčka výroby krmív,0,3,1,0,1,1,1,8,0,0,9,2,1,7,0,0,0,1,0,0,0,0,0,0,0
1730,1731,1680,pracovník/pracovníčka výroby mliečnych výrobkov,0,4,11,0,5,1,1,12,0,1,8,0,1,7,1,0,0,1,0,0,0,0,0,0,0
1731,1732,2476,pracovník/pracovníčka výroby vermútu,0,4,5,0,4,0,0,7,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1732,1733,751,pracovník/pracovníčka výroby žuvačiek,0,1,1,0,2,1,1,4,0,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1733,1734,1847,pracovník/pracovníčka zákazníckeho centra na železnici,0,3,0,0,17,0,0,1,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1734,1735,2657,pracovník/pracovníčka zlievarne,0,2,3,0,2,1,3,16,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0
1735,1736,2943,pracovník/pracovníčka zoznamovacej služby,0,4,0,0,17,0,7,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1736,1737,2015,pracovník/pracovníčka zvernice,0,1,0,0,1,1,4,5,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1737,1738,1066,právnik lingvista/právnička lingvistka,0,3,0,0,17,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0
1738,1739,1862,právnik/právnička,0,8,1,0,29,0,2,0,0,50,4,0,0,0,0,0,0,2,0,3,0,0,0,0,0
1739,1740,1797,právny asistent/právna asistentka,0,3,0,0,9,0,6,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1740,1741,631,právny konzultant/právna konzultantka,0,3,0,0,14,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,1742,1289,pražiar/pražiarka kakaových bôbov,0,6,0,0,5,1,1,5,0,0,8,1,0,3,2,0,0,0,0,0,1,0,0,0,0
1742,1743,693,pražiar/pražiarka kávy,0,3,2,0,3,1,1,7,0,0,9,0,0,4,1,0,0,0,0,0,0,0,0,0,0
1743,1744,2324,predajca lístkov,0,4,0,0,9,0,1,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1744,1745,1317,predajca motorových vozidiel,1,5,3,0,18,0,6,3,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1745,1746,2909,predajca reklamy/predajkyňa reklamy,0,9,1,0,15,0,2,0,0,6,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0
1746,1747,2678,predák/predáčka prístavných robotníkov,0,4,2,0,10,1,11,3,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0
1747,1748,56,predavač železiarskeho tovaru a farieb/predavačka železiarskeho tovaru a farieb,2,4,1,0,9,0,5,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,1749,2697,predavač/predavačka audio- a videonosičov,1,4,1,0,8,0,5,4,0,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1749,1750,1966,predavač/predavačka audio- a videozariadení,1,4,2,0,10,0,5,3,0,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1750,1751,496,predavač/predavačka cukrárenských výrobkov,1,3,3,0,10,0,5,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,1752,1674,predavač/predavačka domácich spotrebičov,1,4,3,0,11,0,5,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,1753,1623,predavač/predavačka hračiek,1,4,2,0,9,0,5,3,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1753,1754,1602,predavač/predavačka klenotov a náramkových hodiniek,1,7,3,0,10,0,5,8,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1754,1755,1482,predavač/predavačka kozmetiky a parfumov,1,3,1,0,11,0,5,3,0,3,5,0,0,0,0,0,0,2,0,0,1,0,1,0,0
1755,1756,2359,predavač/predavačka kvetov a záhradníckych potrieb,1,3,1,0,12,0,5,4,0,3,4,2,0,0,2,0,0,0,0,0,1,0,0,0,0
1756,1757,2707,predavač/predavačka lahôdkárskych výrobkov,1,3,2,0,9,0,5,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,1758,1212,predavač/predavačka lístkov,1,8,1,0,18,0,7,3,0,5,9,0,1,0,0,0,0,2,0,1,0,0,0,0,0
1758,1759,798,predavač/predavačka lotériových hier,0,3,0,0,3,0,3,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,1760,1860,predavač/predavačka mäsa a mäsových výrobkov,1,4,1,0,10,0,5,7,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,1761,2446,predavač/predavačka na trhu a v tržnici,0,1,14,0,8,0,2,3,0,4,3,2,0,0,1,0,0,3,0,0,2,0,0,0,0
