,ID_tab,ID_zam,Zamestnanie,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25
872,873,2613,"manažér/manažérka dovozu a vývozu usní, koží a kožiarskych výrobkov",0,5,1,0,4,0,6,0,0,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
873,874,293,"manažér/manažérka dovozu a vývozu železiarskeho tovaru, inštalatérskych a vykurovacích zariadení a potrieb",0,5,1,0,4,0,6,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
874,875,2205,manažér/manažérka dovozu a vývozu živých zvierat,0,5,1,0,4,0,6,0,0,4,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0
875,876,668,manažér/manažérka environmentálnych projektov v oblasti potrubnej dopravy,0,11,1,0,3,1,1,0,0,1,8,0,1,0,3,0,0,1,0,0,0,0,0,0,0
876,877,2685,manažér/manažérka financovania programov,0,4,0,0,5,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,878,1997,manažér/manažérka intermodálnej logistiky,0,2,0,0,10,0,9,0,0,2,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0
878,879,2506,manažér/manažérka komunikácie,1,5,0,0,26,0,6,0,0,9,0,0,4,0,0,0,0,0,0,5,3,2,0,0,0
879,880,2908,manažér/manažérka kontaktného centra,2,8,1,0,8,0,14,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,881,114,manažér/manažérka kúpeľného zariadenia,0,5,0,0,18,0,30,1,0,8,4,0,0,0,0,0,0,1,0,1,0,1,1,0,0
881,882,400,manažér/manažérka kvality kožiarskych výrobkov,0,1,5,0,3,0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
882,883,47,manažér/manažérka kvality obuvi,0,1,7,0,6,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
883,884,1259,manažér/manažérka kvality textilných výrobkov,0,12,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
884,885,3012,manažér/manažérka kvality v priemyselnej výrobe,2,15,2,0,7,1,11,0,0,5,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0
885,886,170,manažér/manažérka letovej prevádzky,0,3,1,0,3,1,3,0,0,2,4,0,3,1,4,0,0,2,0,0,0,0,0,0,0
886,887,1619,manažér/manažérka logistiky a distribúcie,1,5,0,0,11,0,15,2,0,3,2,0,3,0,0,0,0,4,0,0,0,0,0,0,0
887,888,702,manažér/manažérka nákupu,0,13,1,0,14,0,11,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
888,889,1600,manažér/manažérka nákupu kožiarskych surovín,0,4,6,0,7,0,3,0,0,2,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
889,890,2277,manažér/manažérka námornej prepravy,0,2,1,0,9,1,8,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
890,891,199,manažér/manažérka nehnuteľností,0,12,0,0,10,0,12,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,892,1566,manažér/manažérka obchodného domu,0,2,1,0,8,0,9,1,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
892,893,379,manažér/manažérka online predaja,2,4,0,0,8,0,8,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
893,894,1503,manažér/manažérka plánovania a prevádzky diaľkových potrubných vedení,0,6,2,0,3,4,9,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
894,895,2293,manažér/manažérka plánovania leteckej dopravy,0,5,3,0,10,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
895,896,760,manažér/manažérka podnikových služieb,0,3,0,0,11,0,16,0,0,7,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0
896,897,1071,manažér/manažérka potrubnej prepravy,0,7,2,0,1,2,4,0,0,0,7,0,1,0,1,0,0,2,0,0,0,0,0,0,0
897,898,2681,manažér/manažérka požičovne,0,6,1,0,12,1,5,0,0,5,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0
898,899,2260,manažér/manažérka pre akvizície majetku,0,12,0,0,11,0,6,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,900,1821,manažér/manažérka pre rovnosť a začleňovanie,0,8,0,0,15,0,16,0,0,7,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0
900,901,1339,manažér/manažérka pre styk s verejnosťou,2,17,0,0,42,0,18,0,0,17,0,0,0,0,1,0,0,0,0,9,5,2,0,0,0
901,902,977,manažér/manažérka prevádzky cestnej dopravy,0,5,0,0,4,0,9,0,0,4,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0
902,903,1882,manažér/manažérka prevádzky železničnej dopravy,0,4,1,0,2,0,5,0,0,4,3,0,2,1,1,0,0,3,0,0,0,0,0,0,0
903,904,184,manažér/manažérka prieskumov v teréne,1,10,0,0,11,0,3,0,0,0,1,0,2,0,1,0,0,0,0,1,1,1,0,0,0
904,905,1112,manažér/manažérka produkcie v akvakultúre,0,8,1,0,8,0,14,6,0,4,5,13,0,0,3,0,0,0,0,0,0,0,1,0,0
905,906,2756,manažér/manažérka produktov a služieb,0,0,1,0,5,0,6,1,0,8,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0
906,907,2133,manažér/manažérka prognózovania,0,15,0,0,5,0,8,0,0,7,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0
907,908,1489,manažér/manažérka regulatórnych záležitostí,1,7,0,0,12,0,6,0,0,18,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
908,909,2646,manažér/manažérka sortimentu,0,12,0,0,11,0,17,0,0,14,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0
909,910,1778,manažér/manažérka sťahovacích služieb,0,3,0,0,5,0,12,3,0,6,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0
910,911,2977,manažér/manažérka stavebného projektu,0,8,11,0,14,0,5,1,0,10,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
911,912,2673,manažér/manažérka telefonického centra,4,8,0,0,12,0,14,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
912,913,1043,manažér/manažérka ubytovacieho zariadenia,0,7,1,0,10,0,13,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
913,914,866,manažér/manažérka úverovej inštitúcie,0,7,0,0,9,0,11,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,915,168,manažér/manažérka v chemickej výrobe,1,10,10,0,8,0,14,0,0,2,9,0,0,2,3,0,0,0,0,0,1,1,4,0,0
915,916,52,manažér/manažérka v kovovýrobe,0,11,4,0,9,0,19,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
916,917,629,manažér/manažérka v kožiarskej výrobe,0,4,10,0,7,0,5,3,0,0,2,0,1,1,3,0,0,1,0,0,0,0,0,0,0
917,918,860,manažér/manažérka v metalurgii,0,5,3,0,3,0,6,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
918,919,2522,manažér/manažérka v oblasti dôchodkového sporenia,0,11,0,0,10,0,13,0,0,12,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
919,920,1818,manažér/manažérka v oblasti likvidácie poistných udalostí,0,12,0,0,11,0,8,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
920,921,2563,manažér/manažérka v oblasti právnych služieb,0,3,0,0,16,0,6,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,922,2530,manažér/manažérka v oblasti riadenia vzdušného priestoru,0,5,1,0,5,0,1,0,0,2,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0
922,923,1160,manažér/manažérka v oblasti sociálneho bývania,0,9,0,0,27,0,25,0,0,8,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0
923,924,2368,manažér/manažérka v oblasti sociálnych služieb,0,13,1,0,48,0,44,0,1,14,29,0,0,0,0,0,0,4,0,6,0,1,8,0,0
924,925,247,manažér/manažérka v oblasti spoločenskej zodpovednosti podnikov,1,8,1,0,16,0,5,0,0,10,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0
925,926,2850,manažér/manažérka v oblasti zdravotníckej informatiky,13,9,0,0,8,0,7,0,1,3,6,0,0,0,1,0,0,0,0,3,1,1,6,0,0
926,927,1251,manažér/manažérka v obuvníckej výrobe,0,2,17,0,4,0,10,3,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
927,928,1902,manažér/manažérka v odpadovom hospodárstve,0,5,3,0,8,1,11,2,0,4,5,0,0,0,0,0,0,5,0,0,0,0,1,0,0
928,929,1111,manažér/manažérka v poisťovníctve,0,18,0,0,14,0,16,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,930,2060,manažér/manažérka v potravinárskej výrobe,1,10,4,0,8,0,20,0,0,3,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0
930,931,2816,manažér/manažérka v priemyselnej výrobe,1,10,2,0,1,0,18,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
931,932,99,manažér/manažérka verejných služieb zamestnanosti,0,1,0,0,7,0,15,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
932,933,1441,manažér/manažérka vnútrozemskej vodnej prepravy,0,9,0,0,9,0,8,0,0,2,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0
933,934,996,manažér/manažérka výlovu produktov akvakultúry,0,7,0,0,8,2,2,16,0,1,5,4,0,2,3,0,0,0,0,0,0,0,1,0,0
934,935,2749,manažér/manažérka výroby kožených výrobkov,0,7,14,0,7,0,11,2,0,0,1,0,1,2,3,0,0,1,0,0,0,0,0,0,0
935,936,2690,manažér/manažérka výroby v baníctve,0,4,6,0,8,0,9,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
936,937,86,manažér/manažérka výroby v oblasti ťažby ropy a zemného plynu,0,8,8,0,8,0,7,0,0,1,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0
937,938,263,manažér/manažérka vývoja produktov,0,11,4,0,16,0,10,0,0,9,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
938,939,2124,manažér/manažérka vývoja produktov v kožiarskom priemysle,0,7,9,0,11,0,6,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
939,940,2849,manažér/manažérka vývoja produktov v obuvníckom priemysle,0,4,7,0,10,0,5,3,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
940,941,27,manažér/manažérka vývoja v odevnom priemysle,0,6,6,0,2,0,2,1,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0
941,942,1971,manažér/manažérka vzdelávania a rozvoja ľudských zdrojov,3,5,1,0,14,0,17,0,4,17,5,0,1,0,0,1,2,3,1,1,1,4,0,0,1
942,943,949,manažér/manažérka vzťahov s investormi,0,10,0,0,8,0,9,0,0,16,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
943,944,2784,manažér/manažérka vzťahov s predajcami IT,1,5,1,0,9,0,7,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,945,1412,manažér/manažérka vzťahov so zákazníkmi,2,11,0,0,21,0,12,0,0,9,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0
945,946,2634,manažér/manažérka vzťahového bankovníctva,1,12,0,0,15,0,5,0,0,18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
946,947,1932,manažér/manažérka zákazníckej skúsenosti,3,10,0,0,15,0,8,0,0,2,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0
947,948,1951,manažér/manažérka zdrojov,0,14,0,0,5,0,12,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,949,2381,manažér/manažérka získavania zdrojov,0,7,0,0,11,0,17,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,950,2684,manažér/manažérka značky,0,7,0,0,9,0,18,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
950,951,2308,manikér/manikérka,0,3,0,0,10,0,5,2,0,0,9,0,0,1,0,0,0,5,0,0,0,0,0,0,0
951,952,474,manuálny pracovník/manuálna pracovníčka v kožiarskej výrobe,0,1,4,0,4,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0
952,953,1933,manželský poradca/manželská poradkyňa,0,3,0,0,17,0,4,0,0,2,16,0,0,0,0,0,0,0,0,11,0,0,5,0,0
953,954,1383,marketingový manažér/marketingová manažérka,5,26,0,0,33,0,47,0,0,44,3,0,5,0,1,0,0,0,0,1,2,2,0,0,0
954,955,183,marketingový riaditeľ/marketingová riaditeľka,1,12,0,0,8,0,14,0,0,24,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
955,956,879,marketingový špecialista/ marketingová špecialistka,1,9,0,0,6,0,13,0,0,26,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
956,957,1820,masážny terapeut/masážna terapeutka,0,2,0,0,10,0,5,1,0,2,18,0,0,1,0,0,0,5,0,0,0,0,22,0,0
957,958,320,masér/masérka,0,0,0,0,7,0,6,0,0,0,17,0,0,1,0,0,0,4,0,0,0,0,13,0,0
958,959,1569,mäsiar prípravár/mäsiarka prípravárka,0,4,4,0,4,2,3,16,0,1,12,0,1,9,0,0,0,1,0,1,0,0,0,0,0
959,960,82,mäsiar vykosťovač a vyrezávač mäsa/mäsiarka vykosťovačka a vyrezávačka mäsa,0,2,3,0,3,1,2,13,0,1,11,0,1,6,0,0,0,0,0,2,0,0,0,0,0
960,961,706,mäsiar/mäsiarka,0,9,2,0,10,0,5,15,0,1,13,0,1,8,1,0,0,0,0,1,0,0,1,0,0
961,962,449,masteringový zvukár/ masteringová zvukárka,1,0,0,0,1,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,9,0,0,0,0
962,963,1414,matematik/matematička,8,19,2,0,23,0,2,0,1,1,0,0,6,0,12,0,0,0,0,2,3,1,0,0,0
963,964,920,materiálový inžinier/materiálová inžinierka,0,8,16,0,8,0,1,1,0,2,2,0,0,2,7,0,0,0,0,0,0,0,0,0,0
964,965,1086,matrikár/matrikárka,1,2,0,0,7,0,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
965,966,2507,mechanik opravár mechatronických zariadení v lodnej doprave/ mechanička opravárka mechatronických zariadení v lodnej doprave,4,5,19,0,5,2,2,5,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0
966,967,371,mechanik opravár/mechanička opravárka elektronických zariadení v lodnej doprave,8,8,20,0,1,7,0,8,0,1,2,0,7,7,1,0,0,1,0,0,1,0,0,0,0
967,968,2244,mechanik opravár/mechanička opravárka výpočtovej techniky,1,3,1,0,14,3,6,0,0,1,3,0,8,4,0,0,0,0,0,0,0,0,0,0,0
968,969,2533,mechanik žeriavov/mechanička žeriavov,0,6,5,0,4,8,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0
969,970,2258,mechanik/mechanička automobilových brzdných systémov,0,6,4,0,3,4,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
970,971,1832,mechanik/mechanička banských strojov a zariadení,0,4,3,0,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
971,972,648,mechanik/mechanička bicyklov,0,4,3,0,9,2,5,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
972,973,472,mechanik/mechanička dieselových motorov,0,3,12,0,4,5,1,4,0,0,2,0,0,8,1,0,0,2,0,0,0,0,0,0,0
973,974,1423,mechanik/mechanička hudobných nástrojov,0,3,0,0,9,2,5,4,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0
974,975,1115,mechanik/mechanička kováčskych zariadení,0,6,6,0,6,6,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0
975,976,2898,mechanik/mechanička lesnej techniky,1,5,1,0,1,2,1,3,0,0,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0
976,977,2759,mechanik/mechanička obuvníckych strojov a zariadení,0,0,13,0,6,1,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0
977,978,97,mechanik/mechanička opravárka autobatérií,0,4,9,0,0,3,0,4,0,0,3,0,1,12,2,0,0,0,0,0,0,0,0,0,0
978,979,3015,mechanik/mechanička opravárka elektrometrov,0,5,6,0,2,5,1,1,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0
979,980,1217,mechanik/mechanička opravárka zábavných atrakcií,0,3,3,0,2,2,0,2,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0
980,981,1041,mechanik/mechanička pneumatických systémov,0,6,2,0,6,6,1,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0
981,982,1886,mechanik/mechanička pneuservisu,0,6,1,0,3,3,1,5,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
982,983,2930,mechanik/mechanička poľnohospodárskych strojov a zariadení,0,5,4,0,6,6,1,2,0,0,1,1,0,11,1,0,0,0,0,0,0,0,0,0,0
983,984,497,mechanik/mechanička priemyselných strojov a zariadení,0,5,7,0,5,8,1,1,0,0,1,0,2,5,1,0,0,1,0,0,0,0,0,0,0
984,985,457,mechanik/mechanička rotačných strojov a zariadení,0,7,5,0,3,5,0,4,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0
985,986,2148,mechanik/mechanička stavebných strojov a zariadení,0,7,7,0,8,8,1,0,0,0,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0
986,987,150,mechanik/mechanička systémov s kvapalinovým pohonom,0,6,4,0,6,5,1,1,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0
987,988,537,mechanik/mechanička textilných strojov a zariadení,0,7,12,0,6,7,0,2,0,0,1,0,2,22,1,0,0,1,0,0,0,0,0,0,0
988,989,1142,mechanik/mechanička tvarovacích strojov a zariadení,0,6,3,0,6,6,0,2,0,0,0,0,1,9,1,0,0,0,0,0,1,0,0,0,0
989,990,1554,mechanik/mechanička údržby leteckých plynových turbínových motorov,0,9,8,0,2,4,0,5,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0
990,991,1786,mechanik/mechanička údržby lietadiel,0,5,13,0,1,3,0,2,0,1,4,0,1,5,0,0,0,2,0,0,0,0,0,0,0
991,992,2545,mechanik/mechanička v presnej strojárskej výrobe,0,4,6,0,2,3,0,7,0,0,1,0,6,7,0,0,0,1,0,0,0,0,0,0,0
992,993,2092,mechatronik špecialista/mechatronička špecialistka,3,22,21,0,31,2,7,1,1,1,2,0,9,4,4,0,0,0,0,0,0,0,0,0,0
993,994,810,mediátor/mediátorka,0,2,0,0,26,0,1,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,995,634,médium,0,1,0,0,14,0,3,0,0,0,2,0,0,0,0,1,0,0,0,2,2,0,0,0,0
995,996,392,mentor dobrovoľníkov/ mentorka dobrovoľníkov,2,0,0,0,12,0,3,0,4,0,4,0,0,0,0,0,0,1,0,2,0,1,0,0,0
996,997,365,meteorológ/meteorologička,0,24,0,0,22,0,2,0,1,0,0,0,3,3,9,0,0,0,0,1,0,0,0,0,0
997,998,2971,metrológ/metrologička,0,16,2,0,21,1,4,1,2,1,0,0,2,9,6,0,0,0,0,0,0,0,0,0,0
998,999,503,middle office špecialista/špecialistka,1,8,0,0,4,0,8,0,0,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
999,1000,2904,miešač/miešačka likérov,0,3,4,0,6,1,0,8,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1000,1001,2057,mikrobiológ/mikrobiologička,0,23,1,0,23,0,5,2,1,0,1,0,2,2,16,0,0,0,0,0,1,1,7,0,0
1001,1002,959,mikrofonista – asistent zvuku/mikrofonistka – asistentka zvuku,0,2,1,0,6,2,3,0,0,0,2,0,2,6,1,0,0,1,0,0,1,0,0,0,0
1002,1003,1668,mineralóg/mineralogička,0,26,1,0,20,0,2,3,1,1,1,0,4,6,8,0,0,0,0,0,0,0,0,0,0
1003,1004,811,minister/ministerka,0,2,0,0,13,0,4,0,0,5,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0
1004,1005,197,misionár/misionárka,0,1,0,0,22,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1005,1006,2650,mlynár/mlynárka,0,11,3,0,6,2,3,4,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1006,1007,1548,mlynársky pracovník/mlynárska pracovníčka v liehovare,0,6,7,0,3,2,0,9,0,0,6,0,1,5,1,0,0,0,0,0,0,0,0,0,0
1007,1008,650,mních/mníška,0,0,0,0,22,0,3,2,0,1,4,1,0,0,0,0,0,0,0,0,11,0,0,0,0
1008,1009,1919,model/modelka,0,1,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
1009,1010,1013,modelár/modelárka kožiarskych výrobkov,0,2,6,0,5,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1010,1011,1813,modelár/modelárka obuvi,0,1,7,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,1012,302,modelár/modelárka odevov,0,8,6,0,1,0,1,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
1012,1013,100,modelár/modelárka stupňovania strihov,0,6,6,0,2,0,1,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0
1013,1014,128,moderátor/moderátorka,0,6,0,0,21,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,8,0,0,0,0
1014,1015,1643,moderátor/moderátorka správ,0,4,0,0,16,0,1,0,0,1,0,0,1,2,0,1,0,0,0,3,8,0,0,0,0
1015,1016,1493,módny návrhár/módna návrhárka,0,5,4,0,6,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
1016,1017,2597,módny poradca/módna poradkyňa,0,4,0,0,18,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1017,1018,1502,montážnik/montážnička autodielov,0,6,8,0,2,4,0,8,0,1,2,0,1,6,0,0,0,2,0,0,0,0,0,0,0
1018,1019,1400,montážnik/montážnička batérií,0,6,9,0,3,2,4,9,0,1,3,0,0,9,2,0,0,2,0,0,0,0,0,0,0
1019,1020,2730,montážnik/montážnička bicyklov,0,7,3,0,4,6,0,4,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1020,1021,2642,montážnik/montážnička dosiek plošných spojov,3,3,9,0,3,4,2,6,0,0,2,0,1,9,1,0,0,0,0,0,5,0,0,0,0
1021,1022,788,montážnik/montážnička elektrických zariadení,0,8,17,0,3,5,3,8,0,0,2,0,0,8,0,0,0,1,0,0,0,0,0,0,0
1022,1023,2580,montážnik/montážnička elektromechanických zariadení,0,8,11,0,4,7,0,11,0,1,2,0,0,13,1,0,0,0,0,0,5,0,0,0,0
1023,1024,1262,montážnik/montážnička elektronických zariadení,2,12,18,0,4,4,2,10,0,1,3,0,3,12,1,0,0,0,0,0,5,0,0,0,0
1024,1025,1346,montážnik/montážnička eventových konštrukcií,0,3,1,0,2,7,3,5,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1025,1026,2058,montážnik/montážnička fotografických a filmových prístrojov,0,10,9,0,3,1,2,12,0,1,4,0,1,10,2,0,0,1,0,0,3,0,0,0,0
1026,1027,2917,montážnik/montážnička káblov,0,5,9,0,3,5,2,10,0,1,2,0,0,11,1,0,0,0,0,0,0,0,0,0,0
1027,1028,2488,montážnik/montážnička káblových zväzkov,0,6,9,0,3,4,2,12,0,1,2,0,0,10,0,0,0,1,0,0,0,0,0,0,0
1028,1029,2968,montážnik/montážnička karosérií motorových vozidiel,0,5,4,0,2,4,0,11,0,1,2,0,8,5,0,0,0,0,0,0,0,0,0,0,0
1029,1030,1639,montážnik/montážnička koľajových vozidiel,0,6,9,0,3,7,1,11,0,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0
1030,1031,329,montážnik/montážnička kotlov a tlakových nádob,0,4,5,0,4,6,0,3,0,0,2,0,8,4,0,0,0,0,0,0,0,0,0,0,0
1031,1032,438,montážnik/montážnička kovového nábytku,1,6,4,0,3,5,0,8,0,1,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0
1032,1033,2135,montážnik/montážnička kovových výrobkov,0,7,8,0,2,4,1,9,0,0,2,0,1,6,0,0,0,1,0,0,1,0,0,0,0
1033,1034,53,montážnik/montážnička leteckých motorov,0,9,11,0,2,3,1,7,0,2,3,0,2,9,0,0,0,0,0,0,0,0,0,0,0
1034,1035,1694,montážnik/montážnička lodných motorov,0,11,15,0,2,3,2,8,0,1,3,0,2,9,3,0,0,0,0,0,0,0,0,0,0
1035,1036,331,montážnik/montážnička mechatronických strojov a zariadení,2,11,14,0,2,3,1,7,0,1,2,0,5,7,1,0,0,0,0,0,0,0,0,0,0
1036,1037,1468,montážnik/montážnička motocyklov,0,9,4,0,4,6,0,6,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1037,1038,2394,montážnik/montážnička motorov motorových vozidiel,0,9,11,0,2,5,1,7,0,1,2,0,2,9,0,0,0,1,0,0,0,0,0,0,0
1038,1039,3034,montážnik/montážnička motorových vozidiel,0,11,13,0,3,5,1,10,0,2,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0
1039,1040,303,montážnik/montážnička munície,0,5,8,0,0,0,0,6,0,3,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0
1040,1041,2617,montážnik/montážnička nábytku,0,3,5,0,3,3,0,15,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1041,1042,275,montážnik/montážnička optických prístrojov,0,7,7,0,3,1,2,12,0,1,4,0,1,7,4,0,0,1,0,0,0,0,1,0,0
1042,1043,2402,montážnik/montážnička ovládacích panelov,3,7,15,0,3,5,2,7,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0
1043,1044,1116,montážnik/montážnička plastových výrobkov,0,9,4,0,2,0,1,7,0,0,1,0,2,9,1,0,0,1,0,0,0,0,0,0,0
1044,1045,260,montážnik/montážnička polovodičových zariadení,0,8,6,0,2,3,3,5,0,1,4,0,0,7,1,0,0,1,0,0,0,0,0,0,0
1045,1046,2686,montážnik/montážnička presných prístrojov,0,8,13,0,1,2,1,10,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1046,1047,2327,montážnik/montážnička priemyselných strojov a zariadení,0,7,3,0,4,5,0,1,0,0,2,0,2,6,0,0,0,1,0,0,0,0,0,0,0
1047,1048,1293,montážnik/montážnička šperkov,0,8,5,0,4,1,0,18,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0
1048,1049,1110,montážnik/montážnička vo výrobe zábavnej pyrotechniky,0,3,2,0,4,0,0,6,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0
1049,1050,1571,montážnik/montážnička výrobkov z dreva,0,8,7,0,1,2,0,8,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
1050,1051,1440,montážnik/montážnička výrobkov z gumy,0,3,2,0,1,0,2,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1051,1052,298,montážnik/montážnička zubárskych nástrojov a zariadení,0,8,6,0,3,3,1,9,0,1,4,0,0,5,1,0,0,0,0,0,0,0,6,0,0
1052,1053,1102,montážny inžinier/montážna inžinierka,1,5,10,0,4,1,6,0,0,6,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0
